ASIN,Brand,Title,Category,BuyBox,#,Fulfillment ,Price,FBA fee,Sales,Revenue,BSR,Rating,Review Count,Review Velocity,Dimensions,Weight,Size Tier,Images,Unnamed: 19,Unnamed: 20,select,url,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10
B07NKZZ7XR,JIWINNER,"Mini Size Hot Glue Sticks, 100 Pack, 4” Length and 0.27” Diameter,Compatible with Most Glue Guns","Arts, Crafts & Sewing",JIWINNER,1.0,FBA,9.47,6.18,3.0,28.41,"362,467",4.5,10,0.0,4.4x7.6x1.1,0.92,Large Standard-Size,7.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07WQ1XGRY,FineInno,Finelnno 72pcs Glitter Hot Glue Sticks Mini Colored Glue Sticks 7mm Hot Melt Glue Sticks Adhesive for DIY Arts Crafts (72pcs Glue Sticks),Tools & Home Improvement,Cute Chic,2.0,FBA,13.98,4.51,3.0,41.94,"1,032,662",0.0,0,0.0,2.0x2.0x0.4,0.09,Small Standard-Size,7.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B0783H6S9D,Sundarling,Sealing Wax Sticks，10 Pieces Flexible Glue Gun Sealing Wax for Retro Vintage Invitations Envelope Letter (Pink),"Arts, Crafts & Sewing",sundarling,2.0,,9.99,3.91,1.0,9.99,"572,756",5.0,8,0.0,4.0x5.1x0.5,0.3,Small Standard-Size,,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07L2G667D,Ryoma,100 Pack Hot Glue Gun Sticks 13Color 7 mm by 100 mm Mini Glue Sticks Hot Melt Glue Sticks Mini Glitter for DIY Art Craft Compatible with Most Glue Guns,"Arts, Crafts & Sewing",sport-best,3.0,,11.99,6.56,0.0,,"493,196",3.5,3,0.0,5.8x5.9x1.7,0.95,Large Standard-Size,8.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B00ICHZ0J4,3M,"3M Hot Melt Adhesive 3738 TC, Tan, 5/8 in x 2 in",Industrial & Scientific,Amazon,4.0,AMZ,155.0,27.66,0.0,,"531,952",3.0,3,0.0,8.6x12.2x7.6,12.05,Large Standard-Size,4.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07XLY296H,Big-FEIFEI,"100PACK Mini Hot Glue Gun Sticks Clear 4' x 0.28' Compatible with Industrial Glue Guns Hot Glue Adhesive Work,Good Adhesion,Few Bubble,Quickly Melting Meeting Your DIY Needs","Arts, Crafts & Sewing",Big-FEIFEI,1.0,FBA,11.89,6.54,0.0,,"1,089,613",0.0,0,0.0,2.9x4.2x2.7,0.9,Large Standard-Size,7.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B00OKDXBTA,uxcell,uxcell 10 Pcs 7mm Diameter 190mm Length Solder Iron Black Hot Melt Glue Stick,Tools & Home Improvement,,2.0,FBA,9.75,3.91,0.0,,"990,153",5.0,2,0.0,1.2x8.7x1.2,0.18,Large Standard-Size,2.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07H91FK51,LGEGE,LGEGE 72 Pcs 12 Colors Hot Glue Gun Sticks Hot Melt Adhesive Glue Sticks Mini Glitter for DIY Art Craft 7mm Diameter 10cm Length,"Arts, Crafts & Sewing",LuGe,1.0,FBA,17.99,5.98,1.0,17.98,"732,888",0.0,0,0.0,4.2x4.4x1.3,0.65,Large Standard-Size,3.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07Y7GPFMP,uxcell,uxcell 3pcs Hot Glue Sticks for Glue Gun 7/16-inch x 7.5-inch Mini Hot Melt Adhesive Glue Stick Clear,Tools & Home Improvement,uxcell,2.0,FBA,6.99,4.24,,,,0.0,0,0.0,2.0x7.9x0.8,0.13,Large Standard-Size,3.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07XWK2ZZQ,Big-FEIFEI,50pcs Mini Hot Glue Gun Sticks，4' 0.43 Dia Hot Melt Glue Sticks for Kids Adults DIY Sealing Repairing，Compatible with Most Glue Guns,"Arts, Crafts & Sewing",Big-FEIFEI,1.0,FBA,12.65,5.18,,,,0.0,0,0.0,3.1x3.9x3.1,0.41,Large Standard-Size,6.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07SN8H5Z1,Bright Creations,"Bright Creations Mini Hot Glue Gun Sticks (Clear, Pack of 250)","Arts, Crafts & Sewing",Juvo+,1.0,FBA,13.99,7.36,,,,0.0,0,0.0,5.6x11.0x2.0,2.19,Large Standard-Size,7.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07MMT1JMJ,Mangocore,"Mangocore 12pcs/lot 11mmx190mm DIY Hot Melt Glue Sticks Black Color for Hot Melt Gun Car Audio Craft General Purpose (50, 11x190mm)",Home & Kitchen,meizhouer,1.0,,16.99,7.31,1.0,16.98,"1,075,634",5.0,3,0.0,4.0x8.0x1.0,1.0,Large Standard-Size,,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07VQF45WZ,Biitfuu,10Pcs Length Clear Hot Melt Glue Sticks for Electric Glue Gun DIY Craft Adhesives Tool Diameter 7/11mm for Choose(11mm),Tools & Home Improvement,Gifleeyss,2.0,FBA,8.99,3.83,,,,0.0,0,0.0,6.0x9.3x0.6,0.42,Small Standard-Size,6.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07LGRLJPJ,BMIETE,"BMIETE 60W Hot Melt Glue Gun with 10pcs Glue Sticks Strong Adhesive,Storage Box Included for Arts Crafts School Home Repair and Sealing DIY","Arts, Crafts & Sewing",BMIETE,1.0,FBA,19.99,8.7,0.0,,"639,917",0.0,0,0.0,8.6x11.0x2.4,1.38,Large Standard-Size,4.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07V43V8SJ,Shonye,Shonye Economy 50 Hot Melt Glue Sticks 7/16 inch x 6.3 inch Length (7/16''),Office Products,Shonye,2.0,FBA,10.99,6.41,,,,0.0,0,0.0,3.0x6.5x3.0,1.1,Large Standard-Size,1.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07FXR6SNN,Auxcell,12 Pcs 11mm Dia 270mm Length Soldering Iron Black and Clear Hot Melt Glue Sticks (Black),"Arts, Crafts & Sewing",WEIJ Electronic Business,1.0,FBA,9.46,4.61,0.0,,"718,761",0.0,0,0.0,3.1x13.0x1.1,0.67,Large Standard-Size,1.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07TV3DSK9,uxcell,uxcell 20pcs Hot Glue Sticks for Glue Gun 7/16-inch x 10-inch Mini Hot Melt Adhesive Glue Stick Red,Tools & Home Improvement,,2.0,,10.99,8.27,0.0,,"2,120,136",0.0,0,0.0,4.3x10.7x1.9,1.02,Large Standard-Size,,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07TSMXLY7,Yosooo,"Hot Melt Glue Sticks,Glitter Hot Glue Colored Glue Sticks for DIY Art Craft Woodwork",Unknown,xuuyuu,2.0,FBA,7.21,4.48,,,,0.0,0,0.0,4.2x4.2x0.4,0.1,Small Standard-Size,9.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B01LYO1L5K,uxcell,uxcell 5pcs 7mm x 100mm Mini Brown Adhesive Hot Melt Glue Sticks For Hot Melt Glue Gun,Tools & Home Improvement,,2.0,FBA,12.16,3.71,0.0,,"1,315,114",5.0,1,0.0,2.2x6.1x0.8,0.09,Large Standard-Size,3.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07TV26M9J,uxcell,uxcell 10pcs Hot Glue Sticks for Glue Gun 7mm/0.28-inch x 10-inch Mini Hot Melt Adhesive Glue Stick White,Tools & Home Improvement,uxcell,2.0,,9.77,5.5,0.0,,"2,281,450",0.0,0,0.0,3.7x10.4x2.3,0.24,Large Standard-Size,,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B0761LWBHG,HUWAIMI,Hot Glue Gun Sticks Colorful by Huwaimi Hot Melt Glue Sticks Mini 7mm x 10cm for DIY Art Craft 10 Colors (50pcs),"Arts, Crafts & Sewing",ORIENTHOBBY,1.0,FBA,8.99,6.06,0.0,,"852,299",5.0,3,0.0,6.0x8.0x2.2,0.85,Large Standard-Size,6.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B00IF7RLFW,Primetac,"Primetac 640 2x110 CL Clear Heavy Duty Hot Melt Carton Sealing Tape, 2.4 mil Thickness, 100 m Length, 48 mm Width (Pack of 36 Rolls)",Industrial & Scientific,Amazon,2.0,AMZ,80.97,27.1,0.0,,"646,278",0.0,0,0.0,11.9x15.2x10.1,24.7,Small Oversize,1.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B00R7E2FQO,GreatDeal68,Glitter Mix Colors (7 pcs) Semi-Translucent Hot Glue Sticks Deco Sauce Fake Icing Wax Seals,Toys & Games,GreatDeal68,1.0,FBA,7.99,0.0,0.0,,"1,409,330",0.0,0,0.0,3.9x3.9x0.4,0.07,Small Standard-Size,1.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07H92T4GC,LGEGE,LGEGE 60 Pcs 10 Colors Hot Glue Gun Sticks Hot Melt Adhesive Glue Sticks Mini Glitter for DIY Art Craft 7mm Diameter 10cm Length,"Arts, Crafts & Sewing",LuGe,1.0,FBA,16.88,5.81,0.0,,"985,041",0.0,0,0.0,4.5x5.2x0.9,0.55,Large Standard-Size,6.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07PH44NVF,BISupply,"BISupply | Hot Glue Sticks for Glue Gun, Hot Melt Glue Sticks Hot Glue Gun, 0.27” x 4” Inch – 2-Pound Box (200 Pieces)",Home & Kitchen,Tool Deals,2.0,FBA,13.49,6.78,0.0,,"5,054,078",5.0,1,0.0,4.6x5.5x3.8,1.85,Large Standard-Size,7.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07H92TH26,LGEGE,LGEGE 60 Pcs 12 Colors Hot Glue Gun Sticks Hot Melt Adhesive Glue Sticks Mini Glitter for DIY Art Craft 7mm Diameter 10cm Length.,"Arts, Crafts & Sewing",LuGe,1.0,FBA,16.88,5.81,0.0,,"1,221,033",0.0,0,0.0,4.4x5.2x1.0,0.55,Large Standard-Size,4.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07S7DTLFT,CHANKUEN,50 Pcs Handmade Craft DIY Home Office Project Craftwork Fix & Repairs Black Hot Melt Glue Sticks 11X200mm,Unknown,CHAN KUEN,1.0,FBA,15.99,8.65,,,,0.0,0,0.0,6.2x8.3x1.8,2.25,Large Standard-Size,1.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07PH2PX38,BISupply,"BISupply | Hot Glue Sticks for Glue Gun, Hot Melt Glue Sticks Hot Glue Gun, 7/16 x 10 Inch – 8-Pound Box (Approx 180pc)",Unknown,Tool Deals,2.0,FBA,31.49,13.25,,,,0.0,0,0.0,6.7x10.4x6.4,8.01,Large Standard-Size,7.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07N4TRJ98,Mondoro Group,"Mini Hot Glue Gun Sticks and Gun, Clear and Glitter Colored Melt Sticks Variety Pack Bundle, Ad Tech High Temperature Melt Mini Small Gun with Base Stand, Bulk Adhesive Set",Unknown,Mondoro's,1.0,FBA,26.97,8.81,,,,0.0,0,0.0,7.0x8.0x1.8,1.05,Large Standard-Size,4.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07KGGQXWR,ZJchao,"ZJchao Glitter Hot Melt Glue, 30pcs Mix Color Hot Melt Glue Stick Adhesive Sticks Kit Craft Attaching DIY Tools for Hot Glue Gun Toy and Sealing Repair Accessories",Unknown,xuuyuu,2.0,FBA,9.49,4.61,,,,0.0,0,0.0,2.0x2.0x2.0,0.04,Large Standard-Size,8.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07KGF8NSV,ZJchao,"ZJchao Mix Color Hot Melt Glue Stick,Glitter Temperature Glue Stick Adhesive Sticks Kit Attaching Craft for DIY Arts Crafts, Quick Repair(10pcs)",Unknown,xuuyuu,2.0,FBA,7.81,3.58,,,,0.0,0,0.0,4.0x12.2x0.5,0.05,Small Standard-Size,9.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07KCKXDR4,ZJchao,"Hot Melt Glue Sticks, 14pcs Mix Color Temperature Glue Stick Adhesive Sticks Kit Craft Attaching DIY Tools for Fixing Some Objects Such As Glass, Wood, Plastics, Ceramics and Many Related Things",Unknown,xuuyuu,2.0,FBA,7.81,3.58,,,,0.0,0,0.0,3.0x4.1x0.5,0.1,Small Standard-Size,9.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07ZGBFVXQ,Doubletwo2,"Set of 80's Gold Plated Necklace, Finger Ring and Gold Teeth with Dollar Sign Pendant, Hip Hop Dollar Necklace, Finger Ring and Gold Teeth","Arts, Crafts & Sewing",Doubletwo2,1.0,FBA,9.99,3.91,1.0,9.99,"550,413",0.0,0,0.0,3.9x3.9x0.4,0.22,Small Standard-Size,5.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
B07TF3GM1J,XIGUA MELON,XIGUA MELON 60 Pcs Stainless Steel Hoop Nose Rings Nose Ring Stud Body Piercing Jewelry Unisex Set Gifts (8mm),"Arts, Crafts & Sewing",Junwuheng87,2.0,FBA,12.88,4.34,0.0,,"1,745,426",0.0,0,0.0,4.0x5.8x0.4,0.09,Small Standard-Size,9.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
B07TCYLV4J,XIGUA MELON,XIGUA MELON Women's Tassel Pendant Semi-Circular Diamond Zircon 18K Rose Gold Three-Dimensional Butterfly Necklace Simple Titanium Steel Cclavicle Chain Birthday Gift,"Arts, Crafts & Sewing",Junwuheng87,2.0,FBA,11.99,4.21,0.0,,"3,069,600",0.0,0,0.0,1.6x8.3x0.2,0.02,Small Standard-Size,6.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
B07LH6CWH9,Amber Country,100% True Certified Ukrainian Unpolished Amber Necklace for Adults Natural Amber Jewelry,"Arts, Crafts & Sewing",AmberCountry,1.0,FBA,31.0,7.06,,,,0.0,0,0.0,5.8x8.9x0.7,0.09,Small Standard-Size,2.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
B07J4RTB14,PYHIME,Delicate Soft Women Girls Sequins Flashing red Cherry Earrings Earring Dangler Eardrop Sweet Cherries Knotted Golden Ear Jewelry (c Yellow,"Arts, Crafts & Sewing",Nubbins,1.0,FBA,9.99,3.91,0.0,,"1,711,529",0.0,0,0.0,1.0x2.0x0.1,0.02,Small Standard-Size,9.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
B01NAS20FI,PYHIME,Zircon Pierced Earrings Earring Dangler Eardrop Five Leaves Flowers (b Rose Gold (Gold Plating),"Arts, Crafts & Sewing",AJDIGN Jewelry Design Boutique Decoration,1.0,FBA,14.92,5.43,0.0,,"1,660,356",0.0,0,0.0,3.1x4.6x1.6,0.06,Large Standard-Size,4.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
B00YHWLJ7A,Kate's Craft Store,Fuchsia Tulle 6in x 300ft (100 Yards) roll.,"Arts, Crafts & Sewing",Kate's Craft Store,1.0,FBA,8.99,4.54,9,80.91,"296,383",4.5,8,0.0,4.4x6.3x4.2,0.25,Large Standard-Size,1.0,,,True,https://www.amazon.com/s?_encoding=UTF8&bbn=4954955011&ref_=sd_allcat_nav_desktop_sa_intl_fabric&rh=i%3Aspecialty-aps%2Cn%3A4954955011%2Cn%3A%212617942011%2Cn%3A12899121,'Arts & Crafts','Fabric',,,,,,,,
B07HQXFD1B,Uteip,Uteip White 3 Yards 50Inches(1.27m) Wide 200 Mesh(80T) Silk Screen Printing mesh Fabric,"Arts, Crafts & Sewing",Meet Mall,1.0,FBA,14.99,4.66,8,119.92,"332,771",0.0,0,0.0,8.0x8.2x0.6,0.35,Small Standard-Size,2.0,,,True,https://www.amazon.com/s?_encoding=UTF8&bbn=4954955011&ref_=sd_allcat_nav_desktop_sa_intl_fabric&rh=i%3Aspecialty-aps%2Cn%3A4954955011%2Cn%3A%212617942011%2Cn%3A12899121,'Arts & Crafts','Fabric',,,,,,,,
B01LVV270A,ziyue,ziyue 10 Yards X 40' Include Hanging Outdoor Indoor Scary Creepy Halloween Office Party Door Window Giant Spider Wall Yard Table car Lawn Cloth Decorations Cheesecloth Fabric (Black + Gray),Unknown,Ziyue,1.0,FBA,10.99,4.93,,,"12,203",4.0,4,0.0,7.0x7.0x2.7,0.55,Large Standard-Size,1.0,,,True,https://www.amazon.com/s?_encoding=UTF8&bbn=4954955011&ref_=sd_allcat_nav_desktop_sa_intl_fabric&rh=i%3Aspecialty-aps%2Cn%3A4954955011%2Cn%3A%212617942011%2Cn%3A12899121,'Arts & Crafts','Fabric',,,,,,,,
B076YSKB5K,Kwong Wah,Kwong Wah 6inch x 25 Yard (75 Feet) Tulle Roll Spool Tutu Dress Decoration (Royal Blue),"Arts, Crafts & Sewing",zhishengfazhan,1.0,FBA,5.99,4.09,1,5.99,"338,267",4.5,3,0.0,2.5x6.7x2.3,0.1,Large Standard-Size,3.0,,,True,https://www.amazon.com/s?_encoding=UTF8&bbn=4954955011&ref_=sd_allcat_nav_desktop_sa_intl_fabric&rh=i%3Aspecialty-aps%2Cn%3A4954955011%2Cn%3A%212617942011%2Cn%3A12899121,'Arts & Crafts','Fabric',,,,,,,,
B0813DB3DK,SHUANGART,"SHUANGART 10 Pcs A4 Size Faux Leather Sheets for Bows Earrings Making,Bling Flash Powder Litchi Pattern Synthetic Fabric for Jewelry Purses Crafting,1mm Thickness Cotton Back(21 X 30cm)","Arts, Crafts & Sewing",SHENZHENSHISHUANGXINKEJIYOUXIANGONGSI,1.0,FBA,12.99,4.43,7,90.93,"350,665",1.5,2,0.0,9.8x13.8x0.5,0.63,Small Standard-Size,7.0,,,True,https://www.amazon.com/s?_encoding=UTF8&bbn=4954955011&ref_=sd_allcat_nav_desktop_sa_intl_fabric&rh=i%3Aspecialty-aps%2Cn%3A4954955011%2Cn%3A%212617942011%2Cn%3A12899121,'Arts & Crafts','Fabric',,,,,,,,
