ASIN,Brand,Title,Category,BuyBox,#,Fulfillment ,Price,FBA fee,Sales,Revenue,BSR,Rating,Review Count,Review Velocity,Dimensions,Weight,Size Tier,Images,Unnamed: 19,Unnamed: 20,select,url,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10
B00AF8P7R8,Surebonder,"Surebonder H-810R High Performance Acrylic Adhesive Glue Sticks, 10-Inch",Tools & Home Improvement,,12.0,FBA,5.56,5.1,233,"1,295.48","31,468",4.5,126,3.0,3.7x11.2x0.9,0.45,Large Standard-Size,1.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B071792D6B,WXJ13,WXJ13 10 Color Hot Glue Gun Sticks 7 mm by 10 cm Hot Melt Glue Sticks Mini for DIY Art Craft,"Arts, Crafts & Sewing",WXJ13,1.0,FBA,8.99,4.63,236,"2,121.64","18,360",4.5,53,6.0,5.3x6.3x1.3,0.53,Large Standard-Size,7.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B07F64ZVRS,COCODE,COCODE 12 Colors 60Pcs Hot Glue Gun Sticks 7mm by 10cm Hot Melt Glue Sticks Mini Glitter for DIY Art Craft Woodworking,Industrial & Scientific,Mr_Fandee,2.0,FBA,7.99,4.24,194,"1,550.06","12,813",5.0,6,1.0,4.5x5.2x1.5,0.53,Large Standard-Size,7.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
B01I9L89LS,Mangocore,Mangocore 12pcs/lot 11mmx190mm DIY Hot Melt Glue Sticks Black color For Hot Melt Gun Car Audio Craft General Purpose,"Arts, Crafts & Sewing",meizhouer,1.0,FBA,7.69,4.43,158,"1,215.02","7,866",4.5,59,3.0,3.0x8.3x0.9,0.45,Large Standard-Size,4.0,,,True,https://www.amazon.com/s?i=industrial-intl-ship&bbn=16225012011&rh=n%3A%2116225012011%2Cn%3A256225011%2Cn%3A705364011&dc&_encoding=UTF8&qid=1571943985&rnid=256225011&ref=sr_nr_n_11,'Adhesives,Sealants & Lubricants','Hot Glue Sticks',,,,,,,
1574218964,Visit Amazon's Colleen Dorsey Page,"Totally Awesome Rubber Band Jewelry: Make Bracelets, Rings, Belts & More with Rainbow Loom (R), Cra-Z-Loom (TM), or FunLoom (TM) (Design Originals) 12 Creative Step-by-Step Projects for Hours of Fun",Books,Amazon,32.0,AMZ,7.99,5.48,104.0,830.96,"36,628",4.5,232,7.0,8.3x10.6x0.2,0.4,Small Standard-Size,8.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
1627000437,Rebecca Ann Combs,Kumihimo Basics and Beyond: 24 Braided and Beaded Jewelry Projects on the Kumihimo Disk,Books,Amazon,21.0,AMZ,12.75,8.36,55.0,701.25,"46,459",5.0,262,14.0,8.2x10.6x0.1,0.79,Large Standard-Size,3.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
1596686456,Visit Amazon's Karen Karon Page,Chain Maille Jewelry Workshop: Techniques and Projects for Weaving with Wire,Books,Amazon,16.0,AMZ,14.99,9.0,42.0,682.08,"83,826",4.5,157,2.0,8.5x10.2x0.6,1.37,Large Standard-Size,3.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
B007I6QK6C,Beadaholique,"Beadaholique 1 Piece Solid Brass Flat Cuff Bracelet Base, 12.7mm","Arts, Crafts & Sewing",Amazon,2.0,AMZ,5.53,3.24,23.0,127.19,"48,886",3.5,14,0.0,3.0x4.4x0.6,0.05,Small Standard-Size,2.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
1440303088,Visit Amazon's Rebeca Mojica Page,Chained: Create Gorgeous Chain Mail Jewelry One Ring at a Time,Books,,5.0,MFN,11.08,7.76,9.0,71.91,"416,847",4.5,154,6.0,8.3x10.9x0.5,1.19,Large Standard-Size,3.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
1579907180,Visit Amazon's Jamie Cloud Eakin Page,Beading with Cabochons: Simple Techniques for Beautiful Jewelry (Lark Jewelry Books),Books,,3.0,FBA,13.88,10.3,20.0,499.0,"311,851",5.0,174,0.0,8.8x10.1x0.7,1.55,Large Standard-Size,3.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
1600596916,Visit Amazon's Maggie Meister Page,Maggie Meister's Classical Elegance: 20 Beaded Jewelry Designs (Beadweaving Master Class Series),Books,Brady's Bricks,17.0,FBA,9.98,8.06,6.0,59.88,"560,445",4.5,47,0.0,8.7x10.1x0.6,1.6,Large Standard-Size,3.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
B077HKDY3Z,rosenice,ROSENICE Round Mosaic Tiles Mixed for Crafts Mosaic Supplies Jewelry Making 200pcs 12mm,"Arts, Crafts & Sewing",Nancelelor,2.0,FBA,12.39,4.27,13.0,161.07,"42,202",2.5,3,0.0,3.5x5.0x0.4,0.3,Small Standard-Size,9.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
159668013X,Carol Cypher,Mastering Beadwork,Books,Bright Books Company,9.0,MFN,42.02,12.86,15.0,630.3,"337,517",4.5,136,0.0,7.7x9.4x1.1,1.72,Large Standard-Size,2.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
1600613187,Beverly Gilbert,Beaded Colorways: Freeform Beadweaving Projects and Palettes,Books,,2.0,MFN,14.0,10.55,2.0,40.0,"291,142",4.5,92,0.0,8.2x10.9x0.6,1.19,Large Standard-Size,2.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
1579901832,Glen Waszek,"Making Silver Chains: Simple Techniques, Beautiful Designs",Books,Bright Books Company,8.0,MFN,32.69,11.46,8.0,261.52,"119,395",4.5,33,0.0,8.4x9.9x0.7,0.93,Large Standard-Size,2.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
1931499551,Visit Amazon's Diane Fitzgerald Page,The Beaded Garden: Creating Flowers with Beads and Thread,Books,,8.0,MFN,12.0,7.57,10.0,219.5,"701,891",4.5,84,0.0,8.5x8.9x0.5,0.7,Small Standard-Size,3.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
145470246X,Visit Amazon's Sabine Lippert Page,Sabine Lippert's Beaded Fantasies: 30 Romantic Jewelry Projects (Beadweaving Master Class Series),Books,Amazon,7.0,AMZ,19.7,9.52,13.0,256.1,"663,739",4.5,176,-1.0,8.6x9.9x0.7,1.6,Large Standard-Size,3.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
4889961283,Visit Amazon's Takako Samejima Page,"Bead Fantasies: Beautiful, Easy-to-Make Jewelry (Bead Fantasies Series)",Books,TopValuePro,15.0,MFN,14.95,6.52,2.0,29.9,"728,262",4.0,46,0.0,7.7x7.8x0.4,0.53,Small Standard-Size,1.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
1600595146,Visit Amazon's Laura McCabe Page,"Laura McCabe's Embellished Beadweaving: Jewelry Lavished with Fringe, Fronds, Lacework & More (Beadweaving Master Class Series)",Books,Prism Bookstore,10.0,FBA,49.95,14.55,1.0,49.95,"260,182",4.5,71,0.0,8.8x10.1x0.7,1.8,Large Standard-Size,2.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
1600592929,Visit Amazon's Marcia DeCoster Page,Marcia Decoster's Beaded Opulence: Elegant Jewelry Projects With Right Angle Weave (Beadweaving Master Class Series),Books,GoodVibeBooks,10.0,FBA,37.65,12.21,5.0,188.25,"352,036",4.5,92,0.0,8.3x9.9x0.2,1.6,Large Standard-Size,2.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
B07Y7RLZJV,AMBESTEE,"Women Hoops,Women Hoop Earrings,AMBESTEE 18K Champagne Gold Plated Fashion Jewelry Rhinestone Inlay Zirconia Line Bar Desgin Hoop Earrings","Arts, Crafts & Sewing",Ambestee,1.0,FBA,7.59,3.55,10.0,75.9,"280,510",0.0,0,0.0,3.2x5.0x0.3,0.04,Small Standard-Size,6.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
145470909X,Visit Amazon's Diane Fitzgerald Page,Shaped Beadwork & Beyond: Dimensional Jewelry in Peyote Stitch (Lark Jewelry & Beading Bead Inspirations),Books,Amazon,20.0,AMZ,24.49,10.32,22.0,551.98,"262,711",4.5,120,1.0,8.7x11.3x0.6,1.72,Large Standard-Size,2.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
B07Z4CNSF1,Beauth,"Beauth Personalized Necklace, I Love You Necklace 100 Languages Gift Set | Nano Jewelry Projection Necklace | Romantic Gifts for Her Pendent Memory Necklaces","Arts, Crafts & Sewing",Micvcky,1.0,FBA,9.99,3.91,6.0,59.94,"306,556",5.0,1,0.0,2.0x2.8x0.2,0.01,Small Standard-Size,7.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
1454707577,Visit Amazon's Anneta Valious Page,Soutache: 30 Gorgeous Bead Embroidery Designs (Lark Jewelry & Beading Bead Inspirations),Books,,18.0,MFN,19.69,9.51,1.0,19.69,"1,154,100",4.5,75,0.0,8.7x11.0x0.5,1.37,Large Standard-Size,3.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
B00Q2NKXGA,Linpeng,Linpeng No.3 Watch Face for Jewelry Making,Home & Kitchen,Ruckus Sales,1.0,FBA,12.04,4.22,1.0,12.04,"1,555,398",2.0,1,0.0,2.7x3.8x0.1,0.02,Small Standard-Size,7.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
1591744377,Klutz,Klutz Shrink Art Jewelry,"Arts, Crafts & Sewing",BOOK HARVEST,2.0,MFN,31.49,9.48,1.0,31.49,"284,535",3.5,51,0.0,8.6x10.0x1.5,1.37,Large Standard-Size,2.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
B00DH411ZY,Visit Amazon's Denise Peck Page,Wire Style 2: 45 New Jewelry Designs,Kindle Store,,,,8.99,0.0,,,"903,619",4.0,30,0.0,-1.0x-1.0x-1.0,-1.0,,1.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
B06VSDXK7L,Generic,Plastic goldfish koi fish earrings earrings earrings creative accessories Ja and South Korea women girls models exaggerated personality Funny,Home & Kitchen,AJDIGN Jewelry Design Boutique Decoration,2.0,FBA,12.93,5.13,2.0,25.86,"1,968,865",5.0,1,0.0,1.6x1.6x0.8,0.02,Large Standard-Size,9.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
1600596312,Visit Amazon's Marthe Le Van Page,500 Silver Jewelry Designs: The Powerful Allure of a Precious Metal (500 Series),Books,NEW 2 LIKE NEW BOOKS,7.0,FBA,36.0,12.46,1.0,36.0,"1,556,371",3.0,21,0.0,8.0x8.0x1.4,2.65,Large Standard-Size,3.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
5766802404,Galina Barsky,Netting All the Way (Beading with Varvara),Books,,1.0,,,12.53,1.0,55.0,"2,215,847",3.5,11,0.0,8.4x10.9x0.2,0.6,Small Standard-Size,1.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
5766802137,Visit Amazon's Varvara Konstantinov Page,"Coraling Technique: Step-by-Step Instructions For Making Ten Original Design Necklaces, Bracelets And Earrings In The Most Popular Russian Beading Technique",Books,,2.0,,24.95,12.46,2.0,109.98,"2,110,229",4.5,25,0.0,8.2x10.7x0.1,0.3,Small Standard-Size,1.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
4889961887,Visit Amazon's Takako Samejima Page,"Bead Fantasies II: More Beautiful, Easy-to-Make Jewelry",Books,BookExcellence,6.0,MFN,21.98,7.58,1.0,21.98,"1,871,720",4.0,27,0.0,7.7x7.8x0.5,0.6,Small Standard-Size,1.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
1600611575,Visit Amazon's Samantha Lopez Page,Knitted Wire Jewelry: Techniques. Projects. Inspiration,Books,,6.0,FBA,27.21,9.05,0.0,,"1,653,788",3.5,19,0.0,7.9x9.8x0.5,0.95,Large Standard-Size,2.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
B005KWMSCG,Visit Amazon's Margot Potter Page,"New Dimensions in Bead and Wire Jewelry: Unexpected Combinations, Unique Designs",Kindle Store,,,,9.99,0.0,,,"1,448,743",4.0,18,0.0,-1.0x-1.0x-1.0,-1.0,,1.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
B00UUNV8IU,Beadalon,Beadalon Bead String Basics Booklet by Margot Potter,"Arts, Crafts & Sewing",Nature Coast Supplies,1.0,FBA,8.95,3.75,1.0,8.94,"730,696",0.0,0,0.0,5.5x8.5x0.1,0.11,Small Standard-Size,1.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
B07J4Z9Y1G,PYHIME,Delicate Soft Women Girls Sequins Flashing red Cherry Earrings Earring Dangler Eardrop Sweet Cherries Knotted Golden Ear Jewelry (b Bright red,"Arts, Crafts & Sewing",Nubbins,1.0,FBA,9.99,3.91,0.0,,"745,657",0.0,0,0.0,1.0x2.0x0.1,0.02,Small Standard-Size,9.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
B014WDZ9TM,Beadaholique,"Beadaholique 1 Piece Solid Brass Flat Cuff Bracelet Base, 12.7mm","Arts, Crafts & Sewing",Amazon,2.0,AMZ,10.22,4.72,0.0,,"806,943",0.0,0,0.0,2.8x3.0x1.0,0.04,Large Standard-Size,1.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
088740832X,Bridget Albano,Making Christmas Jewelry in Polymer Clay (Schiffer Book for Craftspeople),Books,Amazon,4.0,AMZ,12.95,6.22,0.0,,"5,580,091",3.0,2,0.0,8.3x10.8x0.2,0.55,Small Standard-Size,2.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
B07TF3GM1J,XIGUA MELON,XIGUA MELON 60 Pcs Stainless Steel Hoop Nose Rings Nose Ring Stud Body Piercing Jewelry Unisex Set Gifts (8mm),"Arts, Crafts & Sewing",Junwuheng87,2.0,FBA,12.88,4.34,0.0,,"1,778,327",0.0,0,0.0,4.0x5.8x0.4,0.09,Small Standard-Size,9.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
B07TCYLV4J,XIGUA MELON,XIGUA MELON Women's Tassel Pendant Semi-Circular Diamond Zircon 18K Rose Gold Three-Dimensional Butterfly Necklace Simple Titanium Steel Cclavicle Chain Birthday Gift,"Arts, Crafts & Sewing",Junwuheng87,2.0,FBA,11.99,4.21,0.0,,"3,083,208",0.0,0,0.0,1.6x8.3x0.2,0.02,Small Standard-Size,6.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
B07LH6CWH9,Amber Country,100% True Certified Ukrainian Unpolished Amber Necklace for Adults Natural Amber Jewelry,"Arts, Crafts & Sewing",AmberCountry,1.0,FBA,31.0,7.06,,,,0.0,0,0.0,5.8x8.9x0.7,0.09,Small Standard-Size,2.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
B0755WFLNM,Creative Kids,Friendship Bracelet Maker,"Arts, Crafts & Sewing",shopswithshelby,5.0,FBA,5.63,3.25,0.0,,"1,728,528",1.0,1,0.0,3.7x6.4x0.4,0.05,Small Standard-Size,2.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
B071PCRGKS,mikissecret,Vintage English rose porcelain saucer hair pin,"Arts, Crafts & Sewing",mikissecret,1.0,FBA,18.0,6.79,,,,0.0,0,0.0,2.2x3.0x1.2,0.04,Large Standard-Size,9.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
B01NAS20FI,PYHIME,Zircon Pierced Earrings Earring Dangler Eardrop Five Leaves Flowers (b Rose Gold (Gold Plating),"Arts, Crafts & Sewing",AJDIGN Jewelry Design Boutique Decoration,1.0,FBA,14.92,5.43,0.0,,"1,677,564",0.0,0,0.0,3.1x4.6x1.6,0.06,Large Standard-Size,4.0,,,True,https://www.amazon.com/s?i=arts-crafts-intl-ship&bbn=4954955011&rh=n%3A4954955011%2Cn%3A%212617942011%2Cn%3A12896081%2Cn%3A8090806011&dc&_encoding=UTF8&qid=1572109516&rnid=12896081&ref=sr_nr_n_11,'Arts & Crafts','Beading & Jewelry Making','Jewelry Patterns',,,,,,,
