ASIN,Brand,Title,Category,BuyBox,#,Fulfillment ,Price,FBA fee,Sales,Revenue,BSR,Rating,Review Count,Review Velocity,Dimensions,Weight,Size Tier,Images,Unnamed: 19,Unnamed: 20,select,url,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10
B07PGCZT45,PROZOR,PROZOR Digital to Analog Audio Converter with Dolby Decoder Optical to 3.5mm Optical Out to RCA DTS DAC Decode Converter Optical/SPDIF/Toslink/Coaxial/Dolby/DTS/PCM/5.1CH to 2CH Analog Stereo,Electronics,ProsterUS,2.0,FBA,21.99,6.49,,,14,3.5,20,4.0,4.8x7.5x0.9,0.31,Large Standard-Size,9.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A3224445011&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_2,'Accessories & Supplies','Home Audio Accessories','Digital-to-Analog Converters',,,,,,,
B072BH3BYN,LiNKFOR,LiNKFOR Digital to Analog Audio Converter DAC Converter Digital Optical SPDIF Toslink Coaxial to Analog RCA L/R 3.5mm Jack Stereo Audio Adapter Converter with Optical Cable for HDTV PS3 PS4 TV Box,Electronics,Ulinker Technology Limited,1.0,FBA,11.99,4.99,,,27,4.0,187,10.0,4.3x6.2x0.9,0.3,Large Standard-Size,9.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A3224445011&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_2,'Accessories & Supplies','Home Audio Accessories','Digital-to-Analog Converters',,,,,,,
B011O0N0UQ,AutoWT,"AutoWT Digital Coaxial Toslink Adapter with Optical Cable, 3.5mm Audio Cable and USB Power Cable",Electronics,NASJAC LLC,1.0,FBA,11.99,5.08,,,19,4.0,"1,017",22.0,3.3x4.7x1.5,0.75,Large Standard-Size,8.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A3224445011&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_2,'Accessories & Supplies','Home Audio Accessories','Digital-to-Analog Converters',,,,,,,
B01MTPG6WX,AMANKA,"Audio Converter, AMANKA Digital to Analog Audio Decoder with Digital Optical Toslink and Coaxial Inputs to Analog RCA and AUX 3.5mm (Headphone) Outputs Fiber Cable Included",Electronics,Amanka-shop,1.0,FBA,12.99,4.32,,,16,4.0,279,16.0,4.1x6.5x2.1,0.45,Large Standard-Size,7.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A3224445011&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_2,'Accessories & Supplies','Home Audio Accessories','Digital-to-Analog Converters',,,,,,,
B01DP5N076,Whizzotech,Whizzotech Coaxial to Toslink Optical Digital Audio Converter 24bit/192K HD Sampling,Electronics,whizzotech,2.0,FBA,14.99,5.44,,,20,4.5,135,6.0,3.3x3.8x2.2,0.2,Large Standard-Size,8.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A3224445011&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_2,'Accessories & Supplies','Home Audio Accessories','Digital-to-Analog Converters',,,,,,,
B07C6B5TTK,eSynic,eSynic Digital to Analog Audio Decoder 3 Port Optical SPDIF Toslink to L/R RCA 3.5mm Stereo Audio Toslink Optical Switcher Splitter with 6.5ft OD 4.0 Cable Power Adapter Support DTS Dolby-AC3 2.0 LPCM,Electronics,eSynic-us,1.0,FBA,26.99,7.33,,,45,4.0,55,10.0,4.3x5.9x2.6,0.75,Large Standard-Size,7.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A3224445011&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_2,'Accessories & Supplies','Home Audio Accessories','Digital-to-Analog Converters',,,,,,,
B07KZV9B76,LiNKFOR,LiNKFOR 3 Port Toslink Splitter with 4pcs 6ft Optical Cable Digital Optical Audio Splitter Aluminum Alloy SPDIF Toslink Fiber Audio Splitter 1 in 3 Out Support Dolby-AC3 DTS for PS3 DVD HDTV,Industrial & Scientific,Ulinker Technology Limited,1.0,FBA,22.95,6.03,133.0,"3,052.35","4,846",4.5,23,4.0,6.4x9.4x0.9,0.66,Large Standard-Size,9.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A3224445011&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_2,'Accessories & Supplies','Home Audio Accessories','Digital-to-Analog Converters',,,,,,,
B07T5K48Q8,Neoteck,"Neoteck 192kHz Digital to Analog Audio Converter with Bluetooth 5.0 Receiver Volume Knob, Coaxial Toslink to Analog Stereo L/R RCA 3.5mm Audio Adapter",Industrial & Scientific,Neoteckus,2.0,FBA,27.99,7.39,-1.0,,"13,753",4.0,305,11.0,4.8x7.4x1.0,0.5,Large Standard-Size,9.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A3224445011&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_2,'Accessories & Supplies','Home Audio Accessories','Digital-to-Analog Converters',,,,,,,
B07L9KM67Y,Musou,Musou RCA Analog to Digital Optical Toslink Coaxial Audio Converter Adapter with Optical Cable Power Adapter,Electronics,Musou,1.0,FBA,15.99,5.68,,,29,4.0,16,3.0,4.0x5.7x1.7,0.4,Large Standard-Size,6.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A3224445011&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_2,'Accessories & Supplies','Home Audio Accessories','Digital-to-Analog Converters',,,,,,,
B07T9CXL56,PROZOR,PROZOR 192kHz Digital to Analog Audio Converter with Bluetooth 5.0 Receiver DAC Converter Digital Coaxial Toslink to Analog Stereo L/R RCA 3.5mm Audio Adapter Toslink Optical to 3.5mm,Electronics,ProsterUS,1.0,,23.99,6.88,,,23,5.0,1,0.0,4.8x7.5x1.1,0.6,Large Standard-Size,,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A3224445011&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_2,'Accessories & Supplies','Home Audio Accessories','Digital-to-Analog Converters',,,,,,,
B07F7W91LC,HiLetgo,HiLetgo 10pcs 4 Channels IIC I2C Logic Level Converter Bi-Directional 3.3V-5V Shifter Module for Arduino,Industrial & Scientific,HiLetgo,1.0,FBA,7.49,4.09,165.0,"1,235.85","7,928",4.0,19,2.0,2.5x2.6x1.4,0.04,Large Standard-Size,5.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A3224445011&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_2,'Accessories & Supplies','Home Audio Accessories','Digital-to-Analog Converters',,,,,,,
B07DVWSWLQ,Neoteck,Neoteck 192kHz Dolby Digital to Analog Audio Converter with Volume Knob Support DTS/Dolby AC3 5.1CH Digital SPDIF Coaxial Toslink to Analog Stereo Left/Right RCA + 3.5mm Jack Audio Converter,Electronics,Neoteckus,1.0,FBA,25.00,6.16,,,64,4.0,38,4.0,3.9x6.3x0.6,0.15,Small Standard-Size,8.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A3224445011&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_2,'Accessories & Supplies','Home Audio Accessories','Digital-to-Analog Converters',,,,,,,
B00NJCCAKY,easyday,Easyday Digital to Analog Audio Converter with Digital Optical Toslink and S/pdif Coaxial Inputs and Analog RCA and AUX 3.5mm (Headphone) Outputs - 5 Foot Heavy Duty Optical Toslink Cable,Electronics,linliseller,3.0,FBA,10.90,4.83,,,25,4.0,727,28.0,4.2x5.0x0.9,0.22,Large Standard-Size,6.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A3224445011&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_2,'Accessories & Supplies','Home Audio Accessories','Digital-to-Analog Converters',,,,,,,
B07BQCVV7G,Chord,Chord Qutest Digital to Analog Converter (DAC),Electronics,Audio Advice Online,7.0,MFN,"1,695",148.24,,,127,4.0,8,-1.0,5.2x8.7x4.5,3.33,Large Standard-Size,4.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A3224445011&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_2,'Accessories & Supplies','Home Audio Accessories','Digital-to-Analog Converters',,,,,,,
B07W51V2G7,Rybozen,"192kHz DAC Converter, Digital to Analog Converter with Volume Control Optical Coaxial Toslink to Analog Stereo RCA 3.5mm Audio Adapter",Electronics,Rybozen Group Limited,2.0,FBA,12.97,5.23,,,41,4.0,19,2.0,5.5x7.0x2.0,0.7,Large Standard-Size,7.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A3224445011&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_2,'Accessories & Supplies','Home Audio Accessories','Digital-to-Analog Converters',,,,,,,
B07LF82S95,MYPIN,"Digital to Analog Audio Converter with Remote, 192KHz/24bit Digital Coaxial Toslink to Analog L/R RCA 3.5mm Audio with Both Toslink Cable and Coaxial Cable",Electronics,nice wealth,1.0,FBA,19.99,6.39,,,26,4.0,36,5.0,4.2x5.7x1.7,0.45,Large Standard-Size,8.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A3224445011&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_2,'Accessories & Supplies','Home Audio Accessories','Digital-to-Analog Converters',,,,,,,
B07G6YXSHD,Neoteck,"Neoteck 192kHz Digital to Analog Audio Converter with IR Remote Control, DAC Converter Digital Coaxial Toslink Optical to Analog Stereo L/R RCA 3.5mm Audio Adapter Support Volume Control/Mute/Power",Electronics,Neoteckus,1.0,FBA,19.99,6.39,,,91,4.0,18,0.0,4.8x7.5x0.9,0.6,Large Standard-Size,7.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A3224445011&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_2,'Accessories & Supplies','Home Audio Accessories','Digital-to-Analog Converters',,,,,,,
B011HVUEME,RTL-SDR Blog,RTL-SDR Blog V3 R820T2 RTL2832U 1PPM TCXO HF Bias Tee SMA Software Defined Radio with Dipole Antenna Kit,Electronics,RTL-SDR Blog,1.0,FBA,29.95,7.77,,,1,4.5,916,52.0,2.6x9.9x2.1,0.55,Large Standard-Size,8.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A172533&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_4,'Accessories & Supplies','Home Audio Accessories','Radio Antennas',,,,,,,
B00J14YEHQ,weBoost,"Wilson Electronics Wideband Directional Antenna 700-2700 MHz, 50 Ohm (314411)",Cell Phones & Accessories,Amazon,35.0,AMZ,49.2,13.02,,,16,4.5,257,20.0,8.9x16.8x3.3,2.38,Large Standard-Size,3.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A172533&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_4,'Accessories & Supplies','Home Audio Accessories','Radio Antennas',,,,,,,
B01FUF1JAY,weBoost,"Wilson Electronics 17” / 32” / 45” 4G Truck and RV Spring-Mount Antenna w/ 14 ft. RG58 cable, SMA Male Connector",Cell Phones & Accessories,Amazon,32.0,AMZ,69.99,19.52,,,10,4.5,140,23.0,8.0x21.0x2.3,2.85,Small Oversize,7.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A172533&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_4,'Accessories & Supplies','Home Audio Accessories','Radio Antennas',,,,,,,
B00008N9M7,Audiovox Accessories Corporation,TERK Amplified AM/FM Stereo Indoor Antenna,Electronics,Amazon,45.0,AMZ,22.4,9.61,,,20,3.0,468,23.0,4.8x17.5x3.5,1.5,Large Standard-Size,1.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A172533&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_4,'Accessories & Supplies','Home Audio Accessories','Radio Antennas',,,,,,,
B00DHHOZBI,Stellar Labs,Outdoor FM Antenna OMNIDIRECTIONAL,Electronics,RM Gadgets,5.0,MFN,17.15,12.35,,,7,4.5,622,26.0,9.3x19.6x3.6,1.85,Small Oversize,2.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A172533&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_4,'Accessories & Supplies','Home Audio Accessories','Radio Antennas',,,,,,,
B01DUSBJ94,Tram,Tram VHF Marine Antenna,Sports & Outdoors,Amazon,32.0,AMZ,24.15,12.64,184.0,"4,443.60","27,875",4.5,112,9.0,4.0x39.0x2.0,1.5,Small Oversize,1.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A172533&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_4,'Accessories & Supplies','Home Audio Accessories','Radio Antennas',,,,,,,
B00B94N05I,Tram,TRAM 7743 Satellite Radio Mirror-Mount Antenna,Unknown,Amazon,43.0,AMZ,25.33,8.56,,,45,4.5,248,23.0,3.9x13.0x1.7,0.9,Large Standard-Size,1.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A172533&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_4,'Accessories & Supplies','Home Audio Accessories','Radio Antennas',,,,,,,
B07CB9T349,Winegard,Winegard GM-9000 Carryout White Automatic Satellite,Automotive,Amazon,21.0,AMZ,418.5,70.26,74.0,"30,969.00","46,935",3.5,34,3.0,17.2x18.2x13.9,13.9,Small Oversize,7.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A172533&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_4,'Accessories & Supplies','Home Audio Accessories','Radio Antennas',,,,,,,
B00QVPGKHU,Tram,Tram 1410 Broad Band Discone/Scanner Base Antenna,Cell Phones & Accessories,Amazon,30.0,AMZ,40.0,15.02,,,25,4.5,95,11.0,3.0x33.0x0.6,2.5,Small Oversize,2.0,,,True,https://www.amazon.com/s?i=electronics-intl-ship&bbn=16225009011&rh=n%3A%2116225009011%2Cn%3A281407%2Cn%3A3236443011%2Cn%3A172533&dc&_encoding=UTF8&qid=1572118021&rnid=3236443011&ref=sr_nr_n_4,'Accessories & Supplies','Home Audio Accessories','Radio Antennas',,,,,,,
